user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date_date,to_date,online_booking,mobile_site_booking,booking_created_date,from_lat,from_long,to_lat,to_long,from_date_hour,booking_created_hour
22196,12,,2,409.0,1194.0,,,0,,0,0,0,13.07746,77.60668000000001,13.00446,77.56923,29,400
8327,12,,2,1062.0,1010.0,,,11,,0,0,0,13.059784,77.609219,12.96691,77.74935,88,496
22200,12,,2,1371.0,839.0,,,11,,1,0,0,13.000418,77.674835,12.85773,77.78641999999999,6,501
22201,12,1.0,3,1323.0,,,,0,41275.0,1,0,0,12.869805,77.653211,,,48,505
22202,12,,2,1017.0,496.0,,,11,,0,0,0,13.11084,77.60074,13.05845,77.64075,76,510
20340,12,,2,793.0,393.0,,,11,,0,0,0,13.02239,77.59492,13.19956,77.70688,88,521
97,12,,2,168.0,571.0,,,11,,0,0,0,12.99313,77.59828,12.95185,77.69641999999999,78,534
22203,12,,2,1373.0,1390.0,,,0,,0,0,0,13.037255,77.58166,12.969368,77.641302,38,534
26940,28,,2,373.0,1384.0,,,0,,1,0,0,12.87153,77.60206,13.02853,77.54625,54,544
22206,12,,2,413.0,1270.0,,,0,,0,0,0,12.921710000000001,77.59017,12.921772,77.620358,54,554
819,12,,2,1323.0,585.0,,,11,,1,0,0,12.869805,77.653211,12.97677,77.5727,28,578
22208,12,,2,516.0,571.0,,,11,,0,0,0,13.0056,77.65799,12.95185,77.69641999999999,84,592
17905,12,,2,571.0,393.0,,,11,,0,0,0,12.95185,77.69641999999999,13.19956,77.70688,68,600
403,12,,2,1192.0,83.0,,,11,,0,0,0,12.97677,77.5727,12.92415,77.67229,85,604
22209,12,,2,1323.0,1021.0,,,0,,0,0,0,12.869805,77.653211,13.02853,77.54625,54,609
22210,12,,2,974.0,793.0,,,0,,0,0,0,13.075569999999999,77.55904,13.02239,77.59492,51,629
15846,12,2.0,3,142.0,,,,11,,0,0,0,12.91281,77.60923000000001,,,68,637
22211,65,,2,393.0,1075.0,,,0,,0,0,0,13.19956,77.70688,12.973464,77.618473,57,639
22212,12,,2,393.0,1010.0,,,11,,0,0,0,13.19956,77.70688,12.96691,77.74935,18,650
3859,12,,2,1374.0,363.0,,,11,,1,0,0,13.026069999999999,77.538196,12.99287,77.71661999999999,82,733
22213,65,,2,1192.0,1153.0,,,11,,1,0,0,12.97677,77.5727,12.87153,77.60206,80,734
22214,12,,2,271.0,186.0,,,11,,1,0,0,12.95641,77.64076,12.80257,77.70453,12,743
3316,24,,2,58.0,393.0,,,11,,0,0,0,12.88963,77.60119,13.19956,77.70688,34,759
39439,12,,2,89.0,393.0,,,11,,0,0,0,12.96519,77.71932,13.19956,77.70688,84,762
22216,12,,2,1136.0,393.0,,,11,,1,0,0,12.99049,77.69798,13.19956,77.70688,18,763
22217,12,,2,1033.0,1189.0,,,0,,0,0,0,12.906358,77.599547,12.91873,77.61494,59,779
19469,85,,2,393.0,392.0,,,11,,0,0,0,13.19956,77.70688,12.986284,77.73524499999999,13,784
15815,12,,2,145.0,871.0,,,11,,0,0,0,12.99067,77.65587,12.987119999999999,77.56624000000001,89,811
21903,12,,2,1384.0,1053.0,,,11,,1,0,0,13.02853,77.54625,12.912799,77.589784,81,834
19545,12,,2,105.0,1068.0,,,11,,0,0,0,13.017660000000001,77.64503,13.044008999999999,77.60680500000001,6,858
7500,12,,2,112.0,393.0,,,11,,0,0,0,12.93331,77.56666,13.19956,77.70688,91,881
22221,12,,2,1037.0,393.0,,,11,,0,0,0,12.934047999999999,77.580568,13.19956,77.70688,84,909
18675,12,,2,1040.0,585.0,,,11,,0,0,0,12.920078,77.583432,12.97677,77.5727,86,915
19322,12,,2,515.0,186.0,,,11,,1,0,11,12.97896,77.67345,12.80257,77.70453,82,41
12827,12,,2,793.0,949.0,,,11,,0,0,11,13.02239,77.59492,12.98275,77.61582,94,1259
12827,12,,2,949.0,793.0,,,11,,0,0,11,12.98275,77.61582,13.02239,77.59492,36,1260
868,12,,2,1330.0,1384.0,,,22,,0,0,11,12.953434,77.70651,13.02853,77.54625,88,1292
22223,12,,2,455.0,1183.0,,,11,,0,0,11,12.999874,77.67811999999999,12.965563000000001,77.668576,10,1300
15611,12,,2,516.0,393.0,,,11,,0,0,11,13.0056,77.65799,13.19956,77.70688,6,1300
22196,85,,2,409.0,1194.0,,,11,,0,0,11,13.07746,77.60668000000001,13.00446,77.56923,8,1307
21995,28,2.0,3,87.0,,,,11,,0,0,11,12.97003,77.60658000000001,,,12,1330
25413,12,,2,1032.0,393.0,,,22,,1,0,11,12.913300999999999,77.685592,13.19956,77.70688,64,1334
21235,12,,2,393.0,217.0,,,16,,1,0,11,13.19956,77.70688,13.0011,77.6235,9,1340
15529,12,2.0,3,217.0,,,,11,,0,0,11,13.0011,77.6235,,,22,1359
22226,12,,2,344.0,585.0,,,11,,1,0,11,12.94788,77.67092,12.97677,77.5727,31,1372
15846,17,1.0,3,142.0,,,,11,,0,0,11,12.91281,77.60923000000001,,,6,1373
22226,12,,2,344.0,585.0,,,11,,1,0,11,12.94788,77.67092,12.97677,77.5727,31,1376
22227,23,,2,571.0,393.0,,,22,41278.0,1,0,11,12.95185,77.69641999999999,13.19956,77.70688,33,1386
22228,12,2.0,3,590.0,,,,11,,0,0,11,13.00826,77.56433,,,8,68
2005,24,1.0,3,1086.0,,,,11,41276.0,1,0,11,12.907487,77.64729,,,13,74
22229,12,2.0,3,1053.0,,,,11,,0,0,11,12.912799,77.589784,,,10,89
22230,85,,2,1301.0,393.0,,,11,,0,0,11,12.937222,77.626915,13.19956,77.70688,34,108
21333,28,,2,1223.0,585.0,,,11,,0,0,11,13.012419,77.555151,12.97677,77.5727,54,112
22232,65,,2,963.0,466.0,,,11,,0,0,11,12.99111,77.59204,13.017436,77.64458,28,137
22196,65,,2,409.0,393.0,,,11,,0,0,11,13.07746,77.60668000000001,13.19956,77.70688,42,143
22233,12,,2,1041.0,393.0,,,11,,0,0,11,12.974408,77.6648,13.19956,77.70688,28,156
15485,85,,2,585.0,1223.0,,,22,,1,0,11,12.97677,77.5727,13.012419,77.555151,7,162
22235,12,,2,1322.0,142.0,,,11,,1,0,11,12.889133000000001,77.639811,12.91281,77.60923000000001,39,177
22234,12,,2,58.0,1069.0,,,11,,0,0,11,12.88963,77.60119,12.949764,77.643524,15,178
22236,85,2.0,3,393.0,,,,11,41276.0,1,0,11,13.19956,77.70688,,,28,179
18777,12,1.0,3,293.0,,,,11,41276.0,1,0,11,12.849482,77.663187,,,32,195
22238,12,,2,339.0,1384.0,,,11,,0,0,11,12.91028,77.64511999999999,13.02853,77.54625,31,203
22196,12,,2,1194.0,409.0,,,11,,0,0,11,13.00446,77.56923,13.07746,77.60668000000001,20,210
18521,12,,2,393.0,763.0,,,25,,0,0,11,13.19956,77.70688,12.96155,77.61572,42,228
1112,12,,2,353.0,393.0,,,11,,1,0,11,13.03241,77.59914,13.19956,77.70688,49,239
22239,85,,2,393.0,1056.0,,,11,41277.0,1,0,11,13.19956,77.70688,12.919199,77.60931,42,306
22240,12,,2,455.0,585.0,,,22,,0,0,11,12.999874,77.67811999999999,12.97677,77.5727,31,308
19387,12,,2,1068.0,776.0,,,11,,1,0,11,13.044008999999999,77.60680500000001,13.015080000000001,77.67796,34,318
22242,12,,2,1384.0,142.0,,,11,,1,0,11,13.02853,77.54625,12.91281,77.60923000000001,23,324
33406,12,,2,585.0,168.0,,,11,,0,0,11,12.97677,77.5727,12.99313,77.59828,28,324
694,28,2.0,3,6.0,,,,11,41276.0,1,0,11,12.97739,77.61762,,,28,334
19545,12,,2,1068.0,105.0,,,11,,1,0,11,13.044008999999999,77.60680500000001,13.017660000000001,77.64503,34,346
5606,12,,2,601.0,448.0,,,11,,0,0,11,13.024339999999999,77.56593000000001,12.92732,77.63575,36,354
22243,12,,2,479.0,393.0,,,22,,0,0,11,13.02298,77.60922,13.19956,77.70688,79,372
22245,12,,2,112.0,1084.0,,,11,,0,0,11,12.93331,77.56666,12.892657,77.581866,40,402
22245,12,,2,112.0,1084.0,,,11,,0,0,11,12.93331,77.56666,12.892657,77.581866,40,403
22245,12,,2,1084.0,112.0,,,11,,0,0,11,12.892657,77.581866,12.93331,77.56666,60,405
22245,12,,2,1084.0,112.0,,,11,,0,0,11,12.892657,77.581866,12.93331,77.56666,60,407
22246,12,1.0,3,1084.0,,,,11,,0,0,11,12.892657,77.581866,,,31,432
22248,12,,2,776.0,393.0,,,22,,0,0,11,13.015080000000001,77.67796,13.19956,77.70688,70,452
22249,12,,2,1323.0,393.0,,,22,,0,0,11,12.869805,77.653211,13.19956,77.70688,11,453
22250,12,,2,1186.0,393.0,,,22,,0,0,11,13.009830000000001,77.62966999999999,13.19956,77.70688,78,456
20916,12,,2,253.0,793.0,,,11,,0,0,11,12.97635,77.61468,13.02239,77.59492,36,467
22251,85,,2,1378.0,393.0,,,22,,0,0,11,12.827912,77.679642,13.19956,77.70688,77,498
5135,12,,2,1054.0,1384.0,,,11,,0,0,11,12.90184,77.581587,13.02853,77.54625,54,506
9372,12,,2,466.0,58.0,,,11,,1,0,11,13.017436,77.64458,12.88963,77.60119,48,507
22252,12,,2,393.0,1237.0,,,11,,0,0,11,13.19956,77.70688,12.92645,77.61206,53,544
70,12,,2,458.0,571.0,,,11,,0,0,11,13.00037,77.72746,12.95185,77.69641999999999,42,544
592,12,,2,149.0,393.0,,,22,,1,0,11,12.93022,77.56039,13.19956,77.70688,74,551
16903,12,,2,293.0,292.0,,,11,,0,0,11,12.849482,77.663187,12.93944,77.62923,42,554
16868,12,,2,293.0,393.0,,,22,,0,0,11,12.849482,77.663187,13.19956,77.70688,86,592
22254,12,,2,297.0,167.0,,,11,,0,0,11,12.99789,77.61488,12.99036,77.58913000000001,50,603
22254,12,,2,167.0,297.0,,,11,,0,0,11,12.99036,77.58913000000001,12.99789,77.61488,58,606
22255,12,,2,352.0,393.0,,,22,,0,0,11,13.03369,77.62821,13.19956,77.70688,72,619
33542,12,,2,393.0,171.0,,,11,,0,0,11,13.19956,77.70688,12.98479,77.66128,57,625
22257,12,,2,83.0,410.0,,,11,,0,0,11,12.92415,77.67229,13.051210000000001,77.54113000000001,48,636
22259,12,,2,1068.0,793.0,,,11,,0,0,11,13.044008999999999,77.60680500000001,13.02239,77.59492,49,640
21148,12,,2,585.0,458.0,,,11,,0,0,11,12.97677,77.5727,13.00037,77.72746,55,736
1649,12,,2,625.0,393.0,,,22,,0,0,11,12.954310000000001,77.6553,13.19956,77.70688,71,746
17888,12,,2,849.0,1312.0,,,22,,1,0,11,12.95434,77.60072,12.839879,77.65814499999999,89,758
21761,12,,2,392.0,297.0,,,11,,1,0,11,12.986284,77.73524499999999,12.99789,77.61488,58,759
22260,12,,2,1095.0,136.0,,,22,,0,0,11,12.92415,77.67229,12.907960000000001,77.62418000000001,5,788
21050,12,,2,463.0,1026.0,,,22,,0,0,11,12.96037,77.58131999999999,13.10482,77.57630999999999,76,797
22261,12,,2,1371.0,450.0,,,22,,0,0,11,13.000418,77.674835,12.9334,77.62652,74,802
22262,12,,2,1244.0,393.0,,,22,,0,0,11,12.96462,77.68779,13.19956,77.70688,78,806
22263,12,,2,691.0,393.0,,,25,,0,0,11,12.936110000000001,77.60750999999999,13.19956,77.70688,81,813
2380,12,,2,484.0,1038.0,,,11,,0,0,11,12.90013,77.48279000000001,12.981266,77.637162,59,816
22264,12,,2,692.0,478.0,,,11,,0,0,11,12.97137,77.58691999999999,12.9221,77.55263000000001,60,835
12565,12,,2,585.0,1166.0,,,22,,0,0,11,12.97677,77.5727,12.997198,77.669514,83,838
22265,12,,2,156.0,585.0,,,22,,0,0,11,13.02622,77.70143,12.97677,77.5727,82,849
22266,12,,2,1192.0,968.0,,,22,,0,0,11,12.97677,77.5727,12.96555,77.61912,80,854
18150,12,,2,393.0,1341.0,,,22,41277.0,1,0,11,13.19956,77.70688,12.979703,77.69382,54,905
22267,12,,2,393.0,1044.0,,,5,,1,0,22,13.19956,77.70688,12.968886999999999,77.644329,12,52
21941,85,,2,585.0,112.0,,,22,,0,0,22,12.97677,77.5727,12.93331,77.56666,92,1271
21967,23,,2,585.0,271.0,,,22,,0,0,22,12.97677,77.5727,12.95641,77.64076,92,1276
22268,12,,2,1083.0,1384.0,,,22,,0,0,22,12.900648,77.58918299999999,13.02853,77.54625,15,1291
22270,28,1.0,3,601.0,,,,22,,0,0,22,13.024339999999999,77.56593000000001,,,93,1319
22271,12,,2,1021.0,156.0,,,22,,0,0,22,13.02853,77.54625,13.02622,77.70143,4,1353
4227,12,,2,339.0,1010.0,,,22,,0,0,22,12.91028,77.64511999999999,12.96691,77.74935,5,1373
22272,23,,2,949.0,1191.0,,,22,,1,0,22,12.98275,77.61582,13.03017,77.56684,4,1377
55,85,,2,61.0,393.0,,,25,,1,0,22,12.96298,77.71229,13.19956,77.70688,38,1378
22273,24,,2,1096.0,393.0,,,22,,0,0,22,12.96519,77.71932,13.19956,77.70688,34,1383
22274,12,,2,572.0,793.0,,,22,,0,0,22,12.91873,77.61494,13.02239,77.59492,12,1400
1256,12,1.0,3,58.0,,,,22,,0,0,22,12.88963,77.60119,,,12,71
20432,12,1.0,3,149.0,,,,22,,0,0,22,12.93022,77.56039,,,8,85
1290,12,,2,571.0,1021.0,,,25,,0,0,22,12.95185,77.69641999999999,13.02853,77.54625,88,89
41448,12,1.0,3,767.0,,,,26,41279.0,1,0,22,12.9122,77.51043,,,22,92
22275,28,,1,136.0,,1.0,152.0,25,41278.39583,1,0,22,12.907960000000001,77.62418000000001,,,94,199
22276,12,,2,571.0,585.0,,,25,41279.0,1,0,22,12.95185,77.69641999999999,12.97677,77.5727,75,240
21995,12,,2,87.0,585.0,,,22,,0,0,22,12.97003,77.60658000000001,12.97677,77.5727,32,251
22277,85,,2,1155.0,1384.0,,,25,,1,0,22,12.90245,77.66081,13.02853,77.54625,83,254
21343,85,,2,410.0,393.0,,,25,,0,0,22,13.051210000000001,77.54113000000001,13.19956,77.70688,90,267
22278,12,,2,157.0,585.0,,,22,,0,0,22,13.00858,77.66079,12.97677,77.5727,28,271
22279,12,,2,689.0,585.0,,,22,,0,0,22,12.97672,77.64927,12.97677,77.5727,34,276
22280,12,,2,87.0,243.0,,,22,,0,0,22,12.97003,77.60658000000001,13.24373,77.70915,29,277
22281,85,,2,293.0,585.0,,,22,,0,0,22,12.849482,77.663187,12.97677,77.5727,54,294
868,12,1.0,3,824.0,,,,22,,0,0,22,13.06557,77.58646,,,24,313
22274,12,,2,793.0,572.0,,,22,,0,0,22,13.02239,77.59492,12.91873,77.61494,28,356
2858,12,,2,1010.0,585.0,,,22,,0,0,22,12.96691,77.74935,12.97677,77.5727,28,357
22282,65,,2,450.0,393.0,,,26,41280.0,1,0,22,12.9334,77.62652,13.19956,77.70688,85,370
22283,12,,2,1384.0,171.0,,,25,,1,0,22,13.02853,77.54625,12.98479,77.66128,86,373
868,12,,2,353.0,393.0,,,25,,0,0,22,13.03241,77.59914,13.19956,77.70688,72,397
22285,12,,2,1085.0,393.0,,,25,,1,0,22,12.911942,77.65158199999999,13.19956,77.70688,73,421
15676,12,,2,1096.0,393.0,,,25,,0,0,22,12.96519,77.71932,13.19956,77.70688,72,427
22286,12,,2,1388.0,1390.0,,,22,,1,0,22,12.919722,77.59280600000001,12.969368,77.641302,36,436
22378,12,,2,1199.0,393.0,,,22,,1,0,22,12.975066,77.6027,13.19956,77.70688,38,442
22288,12,,2,1371.0,689.0,,,22,,1,0,22,13.000418,77.674835,12.97672,77.64927,59,461
18521,12,,2,393.0,1046.0,,,25,,0,0,22,13.19956,77.70688,12.940301,77.582756,42,482
22289,12,,2,197.0,1384.0,,,22,41278.0,1,0,22,12.9119,77.54682,13.02853,77.54625,55,491
20916,12,,2,253.0,793.0,,,22,,0,0,22,12.97635,77.61468,13.02239,77.59492,37,494
22290,87,,2,151.0,393.0,,,25,,1,0,22,12.894060000000001,77.56452,13.19956,77.70688,16,505
21577,12,,2,25.0,186.0,,,22,,0,0,22,12.98059,77.57475,12.80257,77.70453,42,506
22291,28,,2,410.0,585.0,,,22,,0,0,22,13.051210000000001,77.54113000000001,12.97677,77.5727,49,519
22292,36,2.0,3,541.0,,,,25,,0,0,22,12.93524,77.61997,,,42,524
22063,12,,2,585.0,767.0,,,22,,0,0,22,12.97677,77.5727,12.9122,77.51043,58,529
22293,12,,2,1183.0,393.0,,,25,,0,0,22,12.965563000000001,77.668576,13.19956,77.70688,90,554
22294,12,,2,1237.0,176.0,,,22,,0,0,22,12.92645,77.61206,12.9073,77.69511999999999,42,590
1154,12,,2,167.0,220.0,,,22,,0,0,22,12.99036,77.58913000000001,12.99722,77.62003,49,606
18372,12,,2,1010.0,1086.0,,,22,,0,0,22,12.96691,77.74935,12.907487,77.64729,56,609
5761,12,,2,471.0,393.0,,,22,,0,0,22,13.01854,77.63524,13.19956,77.70688,54,613
694,12,,2,949.0,410.0,,,22,,1,0,22,12.98275,77.61582,13.051210000000001,77.54113000000001,51,614
22297,12,,2,1010.0,1166.0,,,22,,0,0,22,12.96691,77.74935,12.997198,77.669514,60,616
22298,12,,2,448.0,393.0,,,22,,0,0,22,12.92732,77.63575,13.19956,77.70688,51,725
22300,12,,2,768.0,218.0,,,25,,0,0,22,12.989989999999999,77.55332,12.967989999999999,77.58882,72,744
2380,12,,2,484.0,1038.0,,,25,,0,0,22,12.90013,77.48279000000001,12.981266,77.637162,2,771
4865,12,,2,1378.0,1372.0,,,26,,1,0,22,12.827912,77.679642,13.366072,77.683112,4,780
9506,12,,2,572.0,708.0,,,25,,0,0,22,12.91873,77.61494,13.035039999999999,77.62340999999999,82,788
4865,12,2.0,3,1378.0,,,,26,41279.0,1,0,22,12.827912,77.679642,,,4,795
16329,12,,2,1391.0,1084.0,,,22,,0,0,22,12.970925999999999,77.64732099999999,12.892657,77.581866,58,807
21644,65,2.0,3,1015.0,,,,25,,0,0,22,12.930860000000001,77.57769,,,77,814
22301,12,,2,393.0,1261.0,,,26,,0,0,22,13.19956,77.70688,13.08324,77.480214,73,832
19545,12,,2,105.0,1068.0,,,25,,1,0,22,13.017660000000001,77.64503,13.044008999999999,77.60680500000001,6,845
22302,12,,2,353.0,156.0,,,22,,0,0,22,13.03241,77.59914,13.02622,77.70143,60,866
18096,12,,2,271.0,393.0,,,25,,0,0,22,12.95641,77.64076,13.19956,77.70688,76,900
22303,12,,2,849.0,393.0,,,26,,0,0,22,12.95434,77.60072,13.19956,77.70688,84,913
1186,12,,2,83.0,393.0,,,25,,0,0,22,12.92415,77.67229,13.19956,77.70688,73,914
22304,12,,2,1353.0,1384.0,,,25,,1,0,22,12.966545,77.711639,13.02853,77.54625,36,915
22305,12,,2,1153.0,393.0,,,25,,0,0,25,12.87153,77.60206,13.19956,77.70688,68,10
22306,12,,2,238.0,393.0,,,25,,0,0,25,12.93711,77.60171,13.19956,77.70688,16,1105
22307,12,,2,1374.0,58.0,,,25,,0,0,25,13.026069999999999,77.538196,12.88963,77.60119,94,1288
59,12,,2,293.0,601.0,,,25,,0,0,25,12.849482,77.663187,13.024339999999999,77.56593000000001,94,1302
25774,12,1.0,3,571.0,,,,25,,0,0,25,12.95185,77.69641999999999,,,17,1331
603,12,,2,61.0,393.0,,,25,41279.0,1,0,25,12.96298,77.71229,13.19956,77.70688,8,1360
20819,12,,2,1032.0,391.0,,,25,,1,0,25,12.913300999999999,77.685592,12.98099,77.60209,11,1365
22308,12,1.0,3,1058.0,,,,25,,0,0,25,12.914535,77.631658,,,5,1370
22310,87,,1,1118.0,,,32.0,27,41280.0,1,0,25,12.93022,77.56039,,,86,1387
22309,12,,2,572.0,603.0,,,25,,0,0,25,12.91873,77.61494,12.97357,77.61043000000001,9,1387
21666,85,,2,293.0,1384.0,,,27,,1,0,25,12.849482,77.663187,13.02853,77.54625,88,1391
22311,12,,2,585.0,458.0,,,25,,0,0,25,12.97677,77.5727,13.00037,77.72746,5,1391
22312,12,,2,585.0,1181.0,,,25,,0,0,25,12.97677,77.5727,12.97896,77.67345,6,1395
21323,85,,2,776.0,83.0,,,25,,0,0,25,13.015080000000001,77.67796,12.92415,77.67229,11,75
22297,12,,2,1166.0,1096.0,,,25,,0,0,25,12.997198,77.669514,12.96519,77.71932,15,76
20109,12,,2,667.0,585.0,,,25,,0,0,25,12.97165,77.51316,12.97677,77.5727,22,89
16039,12,,2,238.0,393.0,,,25,,1,0,25,12.93711,77.60171,13.19956,77.70688,26,90
22313,12,,2,571.0,393.0,,,25,,0,0,25,12.95185,77.69641999999999,13.19956,77.70688,18,92
22315,12,,2,1330.0,393.0,,,27,,1,0,25,12.953434,77.70651,13.19956,77.70688,68,98
22314,12,,2,455.0,1017.0,,,25,,0,0,25,12.999874,77.67811999999999,13.11084,77.60074,12,99
18046,12,,2,393.0,1136.0,,,25,,1,0,25,13.19956,77.70688,12.99049,77.69798,29,107
22316,28,1.0,3,767.0,,,,25,,0,0,25,12.9122,77.51043,,,13,136
22236,24,2.0,3,1191.0,,,,25,,0,0,25,13.03017,77.56684,,,14,144
34078,85,1.0,3,1230.0,,,,26,,0,0,25,13.02239,77.59492,,,10,147
21102,12,,2,393.0,1374.0,,,25,,1,0,25,13.19956,77.70688,13.026069999999999,77.538196,40,147
22318,65,,1,293.0,,15.0,32.0,26,41280.0,0,0,25,12.849482,77.663187,,,88,223
22319,87,,1,912.0,,1.0,32.0,26,41279.25,1,0,25,12.92645,77.61206,,,80,231
22320,12,2.0,3,1214.0,,,,25,,0,0,25,12.97672,77.64927,,,22,262
40040,85,,2,393.0,484.0,,,26,,1,0,25,13.19956,77.70688,12.90013,77.48279000000001,24,281
2981,12,,2,271.0,344.0,,,26,,0,0,25,12.95641,77.64076,12.94788,77.67092,64,303
22321,12,,2,393.0,1333.0,,,26,,1,0,25,13.19956,77.70688,12.895675,77.602293,40,307
22322,12,,2,793.0,730.0,,,25,,0,0,25,13.02239,77.59492,13.03386,77.51269,24,316
19126,12,2.0,3,145.0,,,,25,,0,0,25,12.99067,77.65587,,,27,323
19387,12,,2,1068.0,776.0,,,25,,1,0,25,13.044008999999999,77.60680500000001,13.015080000000001,77.67796,34,324
8245,12,,2,1021.0,92.0,,,25,,0,0,25,13.02853,77.54625,12.99569,77.6835,24,331
22323,65,,1,410.0,,15.0,29.0,31,41286.0,0,0,25,13.051210000000001,77.54113000000001,,,80,340
8235,12,,2,168.0,171.0,,,25,,1,0,25,12.99313,77.59828,12.98479,77.66128,58,341
22324,12,,2,376.0,585.0,,,25,,0,0,25,12.90245,77.66081,12.97677,77.5727,54,352
22325,85,,2,1384.0,1298.0,,,29,,0,0,25,13.02853,77.54625,12.879678,77.646355,82,354
22326,12,,2,499.0,297.0,,,25,,0,0,25,12.88973,77.64865,12.99789,77.61488,31,373
22327,12,,2,1095.0,1371.0,,,26,,0,0,25,12.92415,77.67229,13.000418,77.674835,13,379
22328,12,,2,1062.0,1384.0,,,25,,0,0,25,13.059784,77.609219,13.02853,77.54625,53,380
22329,12,,2,559.0,667.0,,,25,,0,0,25,12.97173,77.59829,12.97165,77.51316,36,394
20306,12,,2,149.0,585.0,,,25,,0,0,25,12.93022,77.56039,12.97677,77.5727,36,403
22330,12,,2,542.0,1085.0,,,25,,0,0,25,12.93823,77.62289,12.911942,77.65158199999999,36,422
21088,12,2.0,3,293.0,,,,26,,0,0,25,12.849482,77.663187,,,12,444
22332,28,1.0,3,115.0,,,,25,,0,0,25,12.99319,77.54472,,,36,446
19619,12,,2,1068.0,455.0,,,25,,0,0,25,13.044008999999999,77.60680500000001,12.999874,77.67811999999999,54,465
22334,12,,2,1085.0,572.0,,,25,,0,0,25,12.911942,77.65158199999999,12.91873,77.61494,38,477
22335,85,,2,293.0,393.0,,,26,,0,0,25,12.849482,77.663187,13.19956,77.70688,83,486
756,12,,2,83.0,849.0,,,25,,0,0,25,12.92415,77.67229,12.95434,77.60072,42,508
22336,12,,2,1152.0,168.0,,,26,41280.0,1,0,25,12.87153,77.60206,12.99313,77.59828,10,516
22337,12,,2,145.0,393.0,,,26,,0,0,25,12.99067,77.65587,13.19956,77.70688,72,531
2017,12,,2,571.0,136.0,,,25,,0,0,25,12.95185,77.69641999999999,12.907960000000001,77.62418000000001,56,547
